,Unnamed: 0,LengthJumper,MetricPatternJumper,LengthDataset,MetricPatternDataset
1466,1466,7,"[1, 4, 6]",7,"[1, 4, 6]"
1467,1467,7,"[2, 6]",7,"[2, 6]"
1468,1468,11,"[3, 6, 10]",11,"[3, 6, 10]"
1469,1469,7,"[4, 6]",7,"[4, 6]"
1470,1470,11,"[1, 4, 8, 10]",11,"[4, 8, 10]"
1471,1471,7,"[4, 6]",7,"[4, 6]"
1472,1472,7,"[3, 6]",7,"[3, 6]"
1473,1473,11,"[3, 6, 10]",11,"[3, 6, 10]"
1474,1474,7,"[2, 6]",7,"[2, 6]"
1475,1475,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
1476,1476,7,"[2, 6]",7,"[2, 6]"
1477,1477,7,"[2, 4, 6]",7,"[2, 4, 6]"
1478,1478,11,"[2, 5, 6, 10]",11,"[2, 6, 8, 10]"
1479,1479,7,"[2, 6]",7,"[2, 6]"
1480,1480,11,"[2, 6, 10]",11,"[2, 6, 10]"
1481,1481,7,"[2, 6]",7,"[2, 6]"
1482,1482,7,"[3, 6]",7,"[3, 6]"
1483,1483,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1484,1484,7,"[1, 4, 6]",7,"[1, 4, 6]"
1485,1485,11,"[3, 6, 8, 10]",11,"[3, 6, 10]"
1486,1486,7,"[3, 6]",7,"[3, 6]"
1487,1487,7,"[4, 6]",7,"[4, 6]"
1488,1488,11,"[6, 10]",11,"[6, 10]"
1489,1489,7,"[1, 4, 6]",7,"[4, 6]"
1490,1490,11,"[6, 8, 10]",11,"[6, 8, 10]"
1491,1491,7,"[1, 4, 6]",7,"[1, 4, 6]"
1492,1492,7,"[2, 6]",7,"[2, 6]"
1493,1493,11,"[2, 4, 6, 8, 10]",11,"[2, 6, 8, 10]"
1494,1494,7,"[4, 6]",7,"[4, 6]"
1495,1495,11,"[2, 6, 10]",11,"[2, 6, 10]"
1496,1496,7,"[3, 6]",7,"[3, 6]"
1497,1497,7,"[4, 5, 6]",7,"[4, 6]"
1498,1498,11,"[4, 6, 10]",11,"[4, 6, 10]"
1499,1499,7,"[1, 3, 6]",7,"[3, 6]"
1500,1500,11,"[2, 3, 6, 7, 10]",11,"[2, 6, 10]"
1501,1501,7,"[2, 4, 6]",7,"[2, 4, 6]"
1502,1502,7,"[3, 6]",7,"[3, 6]"
1503,1503,12,"[4, 6, 11]",11,"[4, 6, 10]"
1504,1504,12,"[4, 6, 8, 11]",12,"[3, 4, 6, 7, 8, 11]"
1505,1505,12,"[1, 4, 6, 11]",12,"[1, 4, 6, 11]"
1506,1506,12,"[2, 4, 6, 8, 11]",12,"[2, 4, 6, 8, 11]"
1507,1507,12,"[2, 6, 9, 11]",12,"[2, 6, 9, 11]"
1508,1508,12,"[3, 7, 11]",12,"[3, 7, 11]"
1509,1509,12,"[4, 7, 11]",12,"[4, 7, 11]"
1510,1510,12,"[1, 2, 4, 6, 9, 11]",12,"[1, 2, 4, 6, 9, 11]"
1511,1511,12,"[3, 6, 9, 11]",12,"[3, 6, 9, 11]"
1512,1512,12,"[3, 7, 11]",12,"[3, 7, 11]"
1513,1513,12,"[4, 7, 11]",12,"[4, 7, 11]"
1514,1514,12,"[4, 7, 11]",12,"[1, 4, 7, 9, 11]"
1515,1515,12,"[2, 6, 11]",12,"[2, 6, 7, 11]"
1516,1516,12,"[1, 4, 6, 8, 11]",12,"[1, 4, 6, 8, 11]"
1517,1517,12,"[1, 4, 9, 11]",12,"[1, 4, 9, 11]"
1518,1518,7,"[1, 2, 3, 6]",7,"[1, 2, 3, 6]"
1519,1519,11,"[3, 6, 10]",11,"[3, 6, 10]"
1520,1520,7,"[4, 6]",7,"[4, 6]"
1521,1521,11,"[3, 6, 10]",11,"[3, 6, 10]"
1522,1522,7,"[3, 6]",7,"[3, 6]"
1523,1523,11,"[2, 4, 6, 10]",11,"[2, 6, 10]"
1524,1524,11,"[4, 6, 8, 10]",11,"[4, 6, 10]"
1525,1525,11,"[2, 6, 10]",11,"[2, 6, 10]"
1526,1526,7,"[3, 6]",7,"[3, 6]"
1527,1527,11,"[4, 6, 10]",11,"[4, 6, 10]"
1528,1528,7,"[2, 4, 6]",7,"[2, 4, 6]"
1529,1529,7,"[2, 4, 6]",7,"[2, 4, 6]"
1530,1530,11,"[3, 6, 10]",11,"[3, 6, 10]"
1531,1531,7,"[2, 6]",7,"[2, 6]"
1532,1532,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1533,1533,11,"[2, 6, 10]",11,"[2, 6, 10]"
1534,1534,7,"[4, 6]",7,"[4, 6]"
1535,1535,11,"[4, 8, 10]",11,"[4, 8, 10]"
1536,1536,11,"[4, 6, 10]",11,"[4, 6, 10]"
1537,1537,7,"[1, 4, 6]",7,"[1, 4, 6]"
1538,1538,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
1539,1539,11,"[6, 7, 8, 10]",11,"[6, 7, 8, 10]"
1540,1540,11,"[3, 6, 10]",11,"[3, 6, 10]"
1541,1541,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
1542,1542,7,"[1, 4, 6]",7,"[1, 4, 6]"
1543,1543,11,"[2, 6, 10]",11,"[2, 6, 10]"
1544,1544,11,"[4, 6, 10]",11,"[4, 6, 10]"
1545,1545,7,"[1, 6]",7,"[1, 6]"
1546,1546,11,"[3, 6, 8, 10]",11,"[3, 6, 10]"
1547,1547,7,"[3, 6]",7,"[3, 6]"
1548,1548,7,"[1, 4, 6]",7,"[1, 4, 6]"
1549,1549,7,"[3, 6]",7,"[3, 6]"
1550,1550,11,"[2, 7, 10]",11,"[1, 6, 10]"
1551,1551,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1552,1552,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1553,1553,7,"[1, 4, 6]",7,"[1, 4, 6]"
1554,1554,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
1555,1555,11,"[2, 6, 10]",11,"[2, 6, 10]"
1556,1556,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1557,1557,11,"[6, 10]",11,"[4, 10]"
1558,1558,7,"[2, 6]",7,"[2, 6]"
1559,1559,3,[2],3,[2]
1560,1560,14,"[3, 6, 11, 13]",13,"[3, 6, 10, 12]"
1561,1561,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1562,1562,11,"[6, 10]",11,"[6, 7, 10]"
1563,1563,11,"[3, 6, 8, 10]",11,"[3, 6, 10]"
1564,1564,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1565,1565,11,"[1, 4, 6, 9, 10]",11,"[4, 6, 9, 10]"
1566,1566,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1567,1567,7,"[4, 6]",7,"[4, 6]"
1568,1568,11,"[3, 6, 10]",11,"[3, 6, 10]"
1569,1569,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1570,1570,11,"[4, 8, 10]",11,"[4, 8, 10]"
1571,1571,11,"[4, 6, 8, 10]",11,"[4, 6, 8, 10]"
1572,1572,11,"[3, 6, 10]",11,"[3, 6, 10]"
1573,1573,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1574,1574,7,"[1, 6]",7,"[1, 6]"
1575,1575,7,"[3, 6]",7,"[3, 6]"
1576,1576,11,"[3, 6, 9, 10]",11,"[3, 6, 9, 10]"
1577,1577,11,"[2, 6, 8, 9, 10]",11,"[2, 6, 8, 9, 10]"
1578,1578,7,"[1, 3, 4, 6]",7,"[1, 3, 4, 6]"
1579,1579,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1580,1580,11,"[1, 2, 6, 7, 10]",11,"[1, 2, 6, 7, 10]"
1581,1581,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
1582,1582,14,"[2, 6, 8, 10, 13]",14,"[2, 6, 10, 13]"
1583,1583,7,"[1, 4, 6]",7,"[1, 4, 6]"
1584,1584,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
1585,1585,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1586,1586,13,"[2, 6, 11, 12]",14,"[2, 6, 11, 13]"
1587,1587,14,"[2, 6, 10, 13]",14,"[2, 6, 10, 13]"
1588,1588,11,"[4, 6, 10]",11,"[4, 6, 10]"
1589,1589,7,"[4, 6]",7,"[4, 6]"
1590,1590,11,"[4, 6, 10]",11,"[4, 6, 10]"
1591,1591,11,"[2, 6, 10]",11,"[2, 6, 10]"
1592,1592,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1593,1593,7,"[1, 4, 6]",7,"[1, 4, 6]"
1594,1594,11,"[3, 4, 6, 10]",11,"[3, 4, 6, 10]"
1595,1595,11,"[2, 6, 10]",11,"[2, 6, 10]"
1596,1596,11,"[2, 6, 10]",11,"[2, 6, 10]"
1597,1597,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1598,1598,7,"[1, 4, 6]",7,"[1, 4, 6]"
1599,1599,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1600,1600,11,"[3, 6, 10]",11,"[3, 6, 10]"
1601,1601,11,"[1, 6, 10]",11,"[1, 6, 10]"
1602,1602,11,"[3, 6, 10]",11,"[2, 6, 10]"
1603,1603,7,"[1, 4, 6]",7,"[1, 4, 6]"
1604,1604,11,"[1, 4, 8, 10]",11,"[4, 8, 10]"
1605,1605,11,"[2, 6, 10]",11,"[2, 6, 10]"
1606,1606,11,"[4, 6, 7, 10]",11,"[4, 6, 7, 10]"
1607,1607,11,"[1, 6, 10]",11,"[1, 6, 10]"
1608,1608,11,"[4, 8, 10]",11,"[4, 8, 10]"
1609,1609,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1610,1610,11,"[3, 6, 10]",11,"[3, 6, 10]"
1611,1611,11,"[3, 6, 10]",11,"[3, 6, 10]"
1612,1612,11,"[1, 2, 6, 10]",11,"[2, 6, 10]"
1613,1613,11,"[4, 6, 10]",11,"[4, 6, 10]"
1614,1614,11,"[1, 2, 6, 10]",11,"[1, 2, 6, 10]"
1615,1615,11,"[4, 8, 10]",11,"[4, 8, 10]"
1616,1616,7,"[2, 6]",7,"[2, 6]"
1617,1617,7,"[3, 6]",7,"[3, 6]"
1618,1618,11,"[2, 6, 10]",11,"[2, 6, 10]"
1619,1619,14,"[4, 6, 9, 13]",14,"[4, 6, 9, 13]"
1620,1620,7,"[1, 4, 6]",7,"[1, 4, 6]"
1621,1621,11,"[3, 6, 10]",11,"[3, 6, 10]"
1622,1622,7,"[1, 4, 6]",7,"[1, 4, 6]"
1623,1623,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
1624,1624,7,"[1, 4, 6]",7,"[1, 4, 6]"
1625,1625,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1626,1626,7,"[1, 4, 6]",7,"[1, 4, 6]"
1627,1627,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
1628,1628,7,"[1, 4, 6]",7,"[1, 4, 6]"
1629,1629,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1630,1630,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1631,1631,14,"[6, 8, 10, 13]",14,"[6, 8, 10, 13]"
1632,1632,11,"[1, 4, 7, 10]",11,"[1, 4, 7, 10]"
1633,1633,11,"[6, 10]",11,"[6, 10]"
1634,1634,12,"[4, 8, 11]",11,"[4, 8, 10]"
1635,1635,11,"[4, 7, 10]",11,"[4, 7, 10]"
1636,1636,12,"[2, 6, 10, 11]",11,"[2, 6, 10]"
1637,1637,11,"[2, 6, 10]",11,"[2, 6, 10]"
1638,1638,11,"[1, 4, 5, 8, 10]",11,"[1, 4, 5, 8, 10]"
1639,1639,11,"[4, 6, 10]",11,"[4, 6, 10]"
1640,1640,11,"[2, 4, 6, 8, 10]",11,"[4, 6, 8, 10]"
1641,1641,11,"[4, 5, 6, 10]",11,"[4, 6, 10]"
1642,1642,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1643,1643,11,"[1, 2, 4, 5, 8, 10]",11,"[1, 2, 4, 8, 10]"
1644,1644,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1645,1645,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1646,1646,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
1647,1647,11,"[4, 6, 7, 8, 9, 10]",11,"[4, 6, 7, 8, 9, 10]"
1648,1648,11,"[1, 2, 4, 6, 8, 10]",11,"[1, 2, 4, 6, 8, 10]"
1649,1649,11,"[4, 6, 10]",11,"[4, 6, 10]"
1650,1650,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1651,1651,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
1652,1652,11,"[2, 3, 6, 8, 10]",11,"[2, 3, 6, 8, 10]"
1653,1653,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1654,1654,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1655,1655,11,"[2, 6, 10]",11,"[2, 6, 10]"
1656,1656,11,"[4, 8, 10]",11,"[4, 8, 10]"
1657,1657,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1658,1658,11,"[3, 6, 10]",11,"[3, 6, 10]"
1659,1659,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1660,1660,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1661,1661,11,"[2, 6, 10]",11,"[2, 6, 10]"
1662,1662,11,"[4, 6, 10]",11,"[4, 6, 10]"
1663,1663,11,"[3, 6, 7, 9, 10]",11,"[3, 6, 9, 10]"
1664,1664,11,"[1, 3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
1665,1665,11,"[1, 3, 4, 6, 10]",11,"[1, 3, 4, 6, 10]"
1666,1666,11,"[2, 6, 10]",11,"[2, 6, 8, 10]"
1667,1667,11,"[3, 6, 8, 10]",11,"[1, 3, 6, 8, 10]"
1668,1668,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
1669,1669,7,"[1, 3, 6]",7,"[1, 3, 6]"
1670,1670,7,"[2, 6]",7,"[2, 6]"
1671,1671,14,"[4, 6, 11, 13]",14,"[4, 6, 11, 13]"
1672,1672,7,"[4, 5, 6]",7,"[4, 6]"
1673,1673,7,"[3, 6]",7,"[3, 6]"
1674,1674,11,"[4, 6, 10]",11,"[4, 6, 10]"
1675,1675,7,"[2, 6]",7,"[2, 4, 6]"
1676,1676,7,"[4, 6]",7,"[4, 6]"
1677,1677,11,"[1, 3, 5, 8, 10]",11,"[1, 3, 5, 6, 8, 10]"
1678,1678,7,"[2, 6]",7,"[2, 6]"
1679,1679,7,"[1, 6]",7,"[1, 6]"
1680,1680,11,"[1, 4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
1681,1681,7,"[3, 5, 6]",7,"[3, 5, 6]"
1682,1682,7,"[3, 5, 6]",7,"[3, 5, 6]"
1683,1683,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1684,1684,7,"[1, 3, 6]",7,"[1, 3, 6]"
1685,1685,7,"[3, 6]",7,"[3, 6]"
1686,1686,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1687,1687,7,"[1, 5, 6]",7,"[1, 5, 6]"
1688,1688,7,"[3, 6]",7,"[3, 6]"
1689,1689,11,"[1, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
1690,1690,7,"[3, 6]",7,"[3, 6]"
1691,1691,7,[6],7,[6]
1692,1692,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1693,1693,7,"[2, 6]",7,"[2, 6]"
1694,1694,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1695,1695,7,"[3, 6]",7,"[3, 6]"
1696,1696,7,"[2, 6]",7,"[2, 6]"
1697,1697,7,"[1, 2, 4, 6]",7,"[1, 2, 4, 6]"
1698,1698,11,"[3, 6, 10]",11,"[3, 6, 10]"
1699,1699,7,"[1, 4, 6]",7,"[4, 6]"
1700,1700,7,"[3, 6]",7,"[3, 6]"
1701,1701,11,"[6, 10]",11,"[6, 10]"
1702,1702,7,"[2, 4, 6]",7,"[2, 4, 6]"
1703,1703,7,"[2, 6]",7,"[2, 6]"
1704,1704,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
1705,1705,7,"[1, 3, 6]",7,"[1, 3, 6]"
1706,1706,14,"[1, 6, 10, 13]",14,"[1, 6, 8, 10, 13]"
1707,1707,7,"[4, 6]",7,"[4, 6]"
1708,1708,7,"[4, 6]",7,"[4, 6]"
1709,1709,7,"[1, 4, 6]",7,"[1, 4, 6]"
1710,1710,14,"[4, 5, 6, 9, 11, 13]",14,"[4, 5, 6, 9, 11, 13]"
1711,1711,7,"[2, 4, 6]",7,"[2, 4, 6]"
1712,1712,7,"[3, 6]",7,"[3, 6]"
1713,1713,7,"[2, 6]",7,"[2, 6]"
1714,1714,14,"[4, 6, 11, 13]",14,"[4, 6, 11, 13]"
1715,1715,7,"[2, 6]",7,"[2, 6]"
1716,1716,7,"[3, 4, 6]",7,"[3, 4, 6]"
1717,1717,7,"[3, 4, 6]",7,"[3, 4, 6]"
1718,1718,7,"[1, 6]",7,"[1, 6]"
1719,1719,7,"[2, 6]",7,"[2, 6]"
1720,1720,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 8, 10]"
1721,1721,7,"[3, 6]",7,"[3, 6]"
1722,1722,7,"[4, 6]",7,"[4, 6]"
1723,1723,11,"[4, 6, 10]",11,"[4, 6, 10]"
1724,1724,14,"[1, 4, 6, 8, 11, 13]",14,"[1, 4, 6, 8, 11, 13]"
1725,1725,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 9, 10]"
1726,1726,7,"[4, 6]",7,"[4, 6]"
1727,1727,7,"[3, 6]",7,"[3, 6]"
1728,1728,12,"[2, 5, 7, 11]",11,"[2, 4, 6, 10]"
1729,1729,7,"[1, 3, 6]",7,"[1, 3, 6]"
1730,1730,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1731,1731,7,"[1, 4, 6]",7,"[1, 4, 6]"
1732,1732,14,"[3, 6, 11, 13]",14,"[3, 6, 11, 13]"
1733,1733,7,"[2, 6]",7,"[2, 6]"
1734,1734,11,"[2, 6, 10]",11,"[2, 6, 10]"
1735,1735,7,"[1, 3, 6]",7,"[1, 3, 6]"
1736,1736,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1737,1737,7,"[2, 6]",7,"[2, 6]"
1738,1738,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1739,1739,7,"[3, 6]",7,"[2, 6]"
1740,1740,11,"[2, 4, 5, 6, 8, 10]",11,"[2, 4, 5, 6, 8, 10]"
1741,1741,7,"[1, 4, 6]",7,"[1, 4, 6]"
1742,1742,11,"[3, 6, 10]",11,"[3, 6, 10]"
1743,1743,7,"[3, 6]",7,"[3, 6]"
1744,1744,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1745,1745,7,"[3, 6]",7,"[3, 6]"
1746,1746,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1747,1747,7,"[4, 6]",7,"[4, 6]"
1748,1748,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1749,1749,7,"[4, 6]",7,"[4, 6]"
1750,1750,11,"[1, 6, 10]",11,"[1, 6, 10]"
1751,1751,7,"[1, 3, 6]",7,"[1, 3, 6]"
1752,1752,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1753,1753,7,"[1, 3, 6]",7,"[1, 3, 6]"
1754,1754,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1755,1755,7,"[2, 6]",7,"[2, 6]"
1756,1756,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
1757,1757,7,"[2, 6]",7,"[2, 6]"
1758,1758,11,"[3, 6, 10]",11,"[3, 6, 10]"
1759,1759,7,"[2, 6]",7,"[2, 6]"
1760,1760,11,"[4, 8, 10]",11,"[4, 8, 10]"
1761,1761,7,"[3, 6]",7,"[3, 6]"
1762,1762,11,"[3, 6, 10]",11,"[3, 6, 10]"
1763,1763,7,"[1, 4, 6]",7,"[1, 4, 6]"
1764,1764,11,"[1, 4, 6, 10]",11,"[1, 3, 6, 10]"
1765,1765,7,"[3, 6]",7,"[3, 6]"
1766,1766,11,"[2, 6, 10]",11,"[2, 6, 10]"
1767,1767,7,"[4, 6]",7,"[4, 6]"
1768,1768,11,"[4, 8, 10]",11,"[1, 4, 8, 10]"
1769,1769,11,"[2, 6, 7, 10]",11,"[2, 6, 7, 10]"
1770,1770,11,"[3, 6, 10]",11,"[3, 6, 10]"
1771,1771,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1772,1772,11,"[2, 4, 8, 10]",11,"[2, 6, 8, 10]"
1773,1773,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1774,1774,11,"[1, 6, 10]",11,"[1, 6, 10]"
1775,1775,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1776,1776,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1777,1777,11,"[1, 6, 10]",11,"[1, 6, 10]"
1778,1778,11,"[4, 6, 8, 10]",11,"[1, 4, 6, 8, 10]"
1779,1779,11,"[4, 6, 10]",11,"[4, 6, 10]"
1780,1780,11,"[2, 6, 7, 10]",11,"[2, 4, 6, 7, 10]"
1781,1781,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
1782,1782,11,"[2, 6, 10]",11,"[2, 6, 10]"
1783,1783,7,"[1, 2, 4, 6]",7,"[1, 2, 4, 6]"
1784,1784,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1785,1785,5,[4],5,[4]
1786,1786,11,"[3, 6, 10]",11,"[3, 6, 10]"
1787,1787,7,"[2, 6]",7,"[2, 6]"
1788,1788,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1789,1789,7,"[3, 5, 6]",7,"[3, 5, 6]"
1790,1790,7,"[2, 4, 6]",7,"[2, 4, 6]"
1791,1791,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1792,1792,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1793,1793,7,"[4, 6]",7,"[4, 6]"
1794,1794,11,"[3, 6, 10]",11,"[3, 6, 10]"
1795,1795,7,"[1, 6]",7,"[1, 6]"
1796,1796,11,"[4, 8, 10]",11,"[4, 8, 10]"
1797,1797,7,"[1, 3, 6]",7,"[1, 3, 6]"
1798,1798,11,"[1, 6, 10]",11,"[1, 6, 10]"
1799,1799,7,"[1, 2, 6]",7,"[1, 2, 6]"
1800,1800,7,"[3, 6]",7,"[3, 6]"
1801,1801,14,"[4, 8, 12, 13]",15,"[4, 8, 12, 14]"
1802,1802,11,"[1, 6, 8, 10]",11,"[1, 6, 8, 10]"
1803,1803,7,"[3, 6]",7,"[3, 6]"
1804,1804,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1805,1805,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1806,1806,11,"[4, 6, 10]",11,"[4, 6, 10]"
1807,1807,7,"[4, 6]",7,"[4, 6]"
1808,1808,7,"[2, 6]",7,"[2, 6]"
1809,1809,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1810,1810,11,"[1, 6, 10]",11,"[1, 6, 8, 10]"
1811,1811,7,"[1, 3, 6]",7,"[1, 3, 6]"
1812,1812,11,"[4, 6, 10]",11,"[4, 6, 10]"
1813,1813,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1814,1814,11,"[1, 4, 8, 10]",11,"[1, 4, 8, 10]"
1815,1815,11,"[1, 4, 5, 8, 10]",11,"[1, 4, 5, 8, 10]"
1816,1816,11,"[2, 4, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
1817,1817,11,"[1, 2, 6, 10]",11,"[1, 2, 6, 10]"
1818,1818,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1819,1819,11,"[2, 4, 6, 9, 10]",11,"[2, 4, 6, 9, 10]"
1820,1820,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 10]"
1821,1821,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1822,1822,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1823,1823,11,"[1, 2, 4, 6, 10]",11,"[1, 2, 4, 6, 10]"
1824,1824,11,"[3, 5, 6, 10]",11,"[3, 5, 6, 10]"
1825,1825,11,"[1, 2, 4, 8, 10]",11,"[1, 2, 4, 8, 10]"
1826,1826,11,"[1, 4, 6, 10]",11,"[1, 4, 6, 7, 10]"
1827,1827,11,"[2, 3, 6, 8, 10]",11,"[2, 3, 6, 8, 10]"
1828,1828,11,"[3, 6, 10]",11,"[3, 6, 7, 10]"
1829,1829,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1830,1830,7,"[3, 6]",7,"[3, 6]"
1831,1831,11,"[4, 5, 6, 8, 10]",11,"[4, 5, 6, 8, 10]"
1832,1832,7,"[2, 6]",7,"[2, 6]"
1833,1833,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1834,1834,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1835,1835,8,"[4, 7]",7,"[4, 6]"
1836,1836,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1837,1837,11,"[2, 6, 9, 10]",11,"[2, 6, 9, 10]"
1838,1838,11,"[1, 2, 3, 4, 6, 10]",11,"[1, 2, 3, 4, 6, 10]"
1839,1839,11,"[1, 3, 6, 7, 8, 10]",11,"[1, 3, 6, 7, 8, 10]"
1840,1840,11,"[1, 2, 6, 7, 10]",11,"[1, 2, 6, 7, 10]"
1841,1841,11,"[2, 6, 10]",11,"[2, 6, 10]"
1842,1842,11,"[4, 6, 10]",11,"[4, 6, 10]"
1843,1843,11,"[1, 6, 10]",11,"[1, 6, 10]"
1844,1844,11,"[3, 6, 10]",11,"[3, 6, 10]"
1845,1845,11,"[2, 6, 8, 10]",11,"[2, 4, 6, 8, 10]"
1846,1846,11,"[2, 4, 6, 10]",11,"[2, 4, 6, 10]"
1847,1847,11,"[2, 3, 6, 10]",11,"[2, 3, 6, 10]"
1848,1848,11,"[2, 4, 8, 10]",11,"[2, 4, 8, 10]"
1849,1849,11,"[4, 6, 10]",11,"[4, 6, 10]"
1850,1850,11,"[1, 3, 6, 10]",11,"[1, 3, 6, 10]"
1851,1851,11,"[1, 4, 5, 6, 8, 10]",11,"[1, 4, 5, 6, 8, 10]"
1852,1852,9,"[3, 8]",9,"[3, 8]"
1853,1853,7,"[3, 6]",7,"[3, 6]"
1854,1854,11,"[2, 3, 6, 8, 10]",11,"[2, 3, 6, 8, 10]"
1855,1855,11,"[3, 6, 8, 10]",11,"[3, 6, 10]"
1856,1856,9,"[1, 5, 8]",9,"[1, 5, 8]"
1857,1857,7,"[4, 6]",7,"[4, 6]"
1858,1858,11,"[3, 6, 8, 10]",11,"[3, 6, 8, 10]"
1859,1859,11,"[4, 5, 6, 8, 10]",11,"[4, 6, 8, 10]"
1860,1860,9,"[2, 4, 8]",9,"[2, 4, 8]"
1861,1861,7,"[1, 4, 5, 6]",7,"[1, 4, 6]"
1862,1862,11,"[2, 6, 8, 10]",11,"[2, 6, 8, 10]"
1863,1863,11,"[3, 6, 10]",11,"[3, 6, 10]"
1864,1864,9,"[2, 3, 6, 8]",9,"[2, 3, 6, 8]"
